inst_coed,inst,major_code,major,min_scroe
0561,华南理工大学,22,材料类(高分子材料与工程、材料科学与工程、功能材料),633
0561,华南理工大学,65,医学影像学,633
0561,华南理工大学,66,临床医学,633
0610,四川大学,55,工科试验班(绿色能源与智慧建造)(水利科学与工程、城市地下空间工程、能源与动力工程),633
0611,重庆大学,D8,经济学类(金融学、经济学、能源经济、国际经济与贸易),633
0651,西南财经大学,07,经济学(国家经济学基础人才培养基地班),633
0651,西南财经大学,0J,计算机类(计算机科学与技术、人工智能),633
9213,哈尔滨工业大学(威海),01,机械设计制造及其自动化,633
9213,哈尔滨工业大学(威海),10,自动化类(自动化、测控技术与仪器),633
9335,浙江大学医学院,9W,生物医学(中外合作办学)(ZJUUOE联合学院，含生物信息),633
9614,电子科技大学(沙河校区),G1,电子信息类(中外合作办学)(电子信息)(电子信息工程),633
0004,北京交通大学,02,电子信息类(通信与控制)(通信工程、轨道交通信号与控制、自动化、电子科学与技术、信息工程、智能装备与系统),632
0019,中国农业大学,08,生物科学类(生物科学、生物技术),632
0030,北京外国语大学,16,日语,632
0033,中国传媒大学,30,广告学,632
0062,天津医科大学,2D,临床医学,632
0213,哈尔滨工业大学,30,工业设计(中外合作办学),632
0251,华东理工大学,01,工科试验班(智能与机器人)(人工智能、智能科学与技术、机器人工程),632
0271,上海外国语大学,B1,法学,632
0287,南京航空航天大学,1D,航空航天工程,632
0287,南京航空航天大学,1F,人工智能,632
0520,中南财经政法大学,0K,工商管理类[工商管理、市场营销、人力资源管理、物流管理、电子商务、工商管理(商务分析方向)],632
0561,华南理工大学,13,交通运输类(交通运输、交通工程),632
0561,华南理工大学,27,食品科学与工程类(食品科学与工程、食品质量与安全),632
0561,华南理工大学,33,工商管理(全英班),632
0590,深圳大学,B5,临床医学(卓越班),632
0610,四川大学,40,化学类[化学、应用化学、化学(基地班)],632
0610,四川大学,41,生物科学类(生物科学、生态学),632
0651,西南财经大学,0E,财政学类(财政学、税收学),632
0698,西安交通大学,9F,工业设计(中外合作办学),632
0718,陕西师范大学,0Q,物理学类[物理学(师范)、物理学(恒元班)、物理学(创新实验班)、电子信息科学与技术],632
9213,哈尔滨工业大学(威海),13,软件工程,632
9614,电子科技大学(沙河校区),G2,电子信息类(中外合作办学)(通信、微电子)(通信工程、微电子科学与工程),632
0004,北京交通大学,04,交通运输类[交通运输(铁道运输)、交通运输(城市轨道交通)、交通运输(高速铁路客运组织与服务)、交通运输(民航运输)、交通工程、智能运输工程、物流工程、电子商务],631
0004,北京交通大学,07,电气类[电气工程及其自动化、电气工程及其自动化(轨道牵引电气化)、电气工程及其自动化(新能源国际班)],631
0008,北京科技大学,01,理科试验班(材料科学与工程、管理科学与工程类、机械类、自动化类、计算机类、通信工程、土木类、安全工程、数学类、应用物理学),631
0019,中国农业大学,43,理科试验班(信息科学)(电子信息类、计算机类、农业工程类、机械类、水利类、数学与应用数学、工程力学),631
0054,华北电力大学(北京),0B,计算机类(计算机)(计算机科学与技术、软件工程、信息安全),631
0062,天津医科大学,2B,临床医学(5+3一体化，儿科学),631
0280,上海大学,86,电气类(数学与应用数学、信息与计算科学、应用物理学、理论与应用力学、机械设计制造及其自动化、机械电子工程、智能制造工程、测控技术与仪器、新能源材料与器件、电子信息工程、电子科学与技术、通信工程、微电子科学与工程、光电信息科学与工程、电子信息科学与技术、人工智能、自动化、机器人工程、计算机科学与技术、数字媒体技术、智能科学与技术、数据科学与大数据技术、网络空间安全、电影制作、生物医学工程、建筑学、城乡规划、工业工程),631
0287,南京航空航天大学,1G,软件工程,631
0561,华南理工大学,49,环境科学与工程类(环境工程、环境科学与工程),631
0561,华南理工大学,51,生物科学类(生物工程、生物制药、生物技术),631
0651,西南财经大学,0F,统计学类(统计学、数据科学与大数据技术),631
0651,西南财经大学,0Q,经济与贸易类[国际商务(双语实验班)、国际经济与贸易(双语实验班)],631
0652,西南政法大学,04,法学(法学+英语),631
0701,西安电子科技大学,03,自动化类(智能制造及智能测控)(机械设计制造及其自动化、工业设计、自动化、电气工程及其自动化、测控技术与仪器、电子封装技术、机器人工程),631
9213,哈尔滨工业大学(威海),09,智能车辆工程,631
9213,哈尔滨工业大学(威海),11,电子信息类(通信工程、电子科学与技术、电子信息工程、电磁场与无线技术、海洋信息工程),631
9213,哈尔滨工业大学(威海),16,新能源科学与工程,631
9213,哈尔滨工业大学(威海),18,数学类(数学与应用数学、信息与计算科学),631
9213,哈尔滨工业大学(威海),19,光电信息科学与工程,631
0007,北京理工大学,H1,会计学(中外合作办学),630
0141,大连理工大学,08,电子信息类(电信、自动化与计算机新工科实验班)[电气工程及其自动化、自动化、电子信息工程、电子信息工程(英语强化)、计算机科学与技术、生物医学工程、人工智能],630
0287,南京航空航天大学,10,自动化,630
0316,中国药科大学,06,药学(国家生命科学与技术人才培养基地),630
0422,山东大学,17,机械类(机械设计制造及其自动化、智能制造工程),630
0422,山东大学,20,能源动力类(能源与动力工程、能源与环境系统工程、新能源科学与工程、储能科学与工程),630
0422,山东大学,42,智能建造与智慧交通,630
0532,湖南大学,07,法学,630
0532,湖南大学,18,人工智能,630
0532,湖南大学,30,统计学类(统计学、经济统计学),630
0532,湖南大学,53,通信工程,630
0533,中南大学,B1,机械类(机械设计制造及其自动化、车辆工程、微电子科学与工程),630
0561,华南理工大学,08,土木工程(卓越全英班),630
0610,四川大学,44,高分子材料与工程,630
0610,四川大学,73,医学技术类(医学技术与智能制造双学士学位)(医学检验技术、医学影像技术、眼视光学、康复治疗学),630
0610,四川大学,83,药学,630
0698,西安交通大学,9E,建筑学(中外合作办学),630
2121,南方医科大学,0A,口腔医学,630
9213,哈尔滨工业大学(威海),08,车辆工程,630
9213,哈尔滨工业大学(威海),14,材料类(材料科学与工程、材料成型及控制工程、焊接技术与工程、电子封装技术),630
9213,哈尔滨工业大学(威海),17,能源与动力工程,630
0008,北京科技大学,09,计算机类(计算机科学与技术、信息安全、物联网工程),629
0019,中国农业大学,20,计算机类(计算机科学与技术、数据科学与大数据技术),629
0019,中国农业大学,25,经济学类(国际经济与贸易、金融学、农林经济管理),629
0034,中央财经大学,13,国际经济与贸易(中外合作办学)(国际贸易、金融风险管理),629
0053,中国政法大学,27,信息管理与信息系统(法治信息管理实验班),629
0079,华北电力大学(保定),08,电气类(电气工程及其自动化),629
0287,南京航空航天大学,07,电气工程及其自动化,629
0287,南京航空航天大学,12,微电子科学与工程(集成电路设计),629
0422,山东大学,19,智能医学工程,629
0422,山东大学,31,药学类[药学、临床药学(五年制)],629
0520,中南财经政法大学,0S,统计学类(统计学、应用统计学、数据科学与大数据技术、经济统计学),629
0532,湖南大学,09,会计学,629
0532,湖南大学,29,精算学,629
0532,湖南大学,49,电子科学与技术,629
0532,湖南大学,57,信息安全,629
0533,中南大学,B6,航空航天类(航空航天工程),629
0611,重庆大学,DG,工商管理类(行政管理、城市管理、会计学、财务管理、工商管理、市场营销、物流管理),629
9213,哈尔滨工业大学(威海),21,信息管理与信息系统,629
0159,中国医科大学,07,临床医学(5+3一体化),628
0183,吉林大学,52,数学类(数学与应用数学、信息与计算科学、统计学),628
0213,哈尔滨工业大学,39,数学与应用数学(中外合作办学),628
0271,上海外国语大学,E2,工商管理类(卓越管理人才计划)[工商管理(企业数智化管理)、市场营销(大数据与智能营销)、财务管理(智能会计与智慧财务)、公共关系学(新技术与融媒体管理)],628
0287,南京航空航天大学,11,电子信息类[电子信息科学与技术、电子信息科学与技术(微波毫米波系统与器件技术)、信息工程],628
0287,南京航空航天大学,1H,物联网工程,628
0422,山东大学,12,化学类(化学、应用化学、化学工程与工艺),628
0532,湖南大学,19,机器人工程,628
0532,湖南大学,22,能源与动力工程,628
0532,湖南大学,23,智能制造工程,628
0532,湖南大学,27,金融学,628
0533,中南大学,A4,建筑类(建筑城规类)(建筑学、城乡规划),628
0533,中南大学,B2,能源动力类(能源类)(能源与动力工程、新能源科学与工程、建筑环境与能源应用工程),628
0590,深圳大学,45,软件工程(腾班),628
0611,重庆大学,D5,工科试验班(工程能源类)(机械设计制造及其自动化、土木工程、机器人工程、智能建造、储能科学与工程、智能制造工程、碳储科学与工程、智能采矿工程、建筑环境与能源应用工程、车辆工程、航空航天工程、能源与动力工程、材料科学与工程、安全工程、工程力学、机械电子工程、新能源科学与工程、城市地下空间工程、核工程与核技术、材料成型及控制工程、工业设计、冶金工程、采矿工程),628
0613,西南交通大学,16,计算机类(计算机科学与技术、软件工程),628
0631,重庆医科大学,01,临床医学(5+3一体化),628
0652,西南政法大学,05,法学(法学+工商管理),628
4596,中国社会科学院大学,07,财务管理,628
9213,哈尔滨工业大学(威海),25,智能材料与结构,628
0008,北京科技大学,02,工科试验班类(材料科学与工程、计算机类、自动化类、机械类、通信工程、储能科学与工程),627
0019,中国农业大学,12,动物医学类(动物医学、中兽医学、兽医公共卫生),627
0019,中国农业大学,14,食品科学与工程类(食品科学与工程、食品质量与安全、葡萄与葡萄酒工程、食品营养与健康),627
0026,北京中医药大学,04,中医学(卓越5+3一体化),627
0033,中国传媒大学,60,数字媒体技术,627
0054,华北电力大学(北京),04,能源动力类(储能)(储能科学与工程),627
0141,大连理工大学,35,工程力学,627
0183,吉林大学,91,临床医学,627
0200,东北师范大学,C8,生物科学类(生物科学、生物技术),627
0226,哈尔滨医科大学,02,临床医学(5+3一体化),627
0285,苏州大学,33,临床医学,627
0287,南京航空航天大学,14,机器人工程,627
0422,山东大学,24,环境科学与工程类(环境工程、环境科学),627
0532,湖南大学,31,经济学类(经济学、财政学),627
0533,中南大学,B0,交通运输类(交通运输、交通设备与控制工程、轨道交通信号与控制),627
0610,四川大学,26,公共管理类(行政管理、劳动与社会保障、土地资源管理),627
0610,四川大学,53,土木工程,627
0610,四川大学,60,工科试验班(食品健康与安全)[生物工程(轻工生物)、食品科学与工程],627
0004,北京交通大学,09,理科试验班(数学与统计)(信息与计算科学、统计学),626
0004,北京交通大学,10,理科试验班(智能光电与纳米技术)[光电信息科学与工程、纳米材料与技术(智能材料)、应用物理学(黄昆英才班)],626
0004,北京交通大学,13,经济管理试验班(经济学、金融学、会计学、财务管理、工商管理、工程管理、物流管理、信息管理与信息系统、保密管理),626
0019,中国农业大学,03,农学,626
0019,中国农业大学,19,电子信息类(电子信息工程、通信工程、电气工程及其自动化、人工智能),626
0019,中国农业大学,26,工商管理类(工商管理、会计学),626
0033,中国传媒大学,33,国际新闻与传播,626
0141,大连理工大学,49,数学类(数学类及华罗庚数学基础科学拔尖计划班)[数学与应用数学、信息与计算科学、数学与应用数学(华罗庚数学基础科学拔尖计划班)、信息与计算科学(华罗庚数学基础科学拔尖计划班)],626
0141,大连理工大学,51,电子科学与技术,626
0141,大连理工大学,65,机械类(机械设计制造及其自动化、智能制造工程),626
0285,苏州大学,1F,数学类[数学与应用数学(基地)、数学与应用数学(师范)、信息与计算科学],626
0287,南京航空航天大学,16,智能制造工程,626
0315,南京中医药大学,04,中医学(中医拔尖创新人才培养模式改革),626
0422,山东大学,15,生物科学类(生物科学、生物技术、生态学、生物工程),626
0532,湖南大学,02,测控技术与仪器,626
0532,湖南大学,25,建筑学,626
0532,湖南大学,33,国际经济与贸易(实验班),626
0561,华南理工大学,47,环境工程(全英班),626
0610,四川大学,66,法医学(法医学与法学双学士学位),626
0631,重庆医科大学,05,口腔医学,626
0651,西南财经大学,09,工商管理类[工商管理(数字化管理)、市场营销(大数据营销)、旅游管理(数字文旅)、供应链管理(供应链金融与智慧商务)、人力资源管理],626
0652,西南政法大学,02,法学,626
0004,北京交通大学,06,机械类(智能制造与智能装备)(机械工程、车辆工程、测控技术与仪器、能源与动力工程、工业工程),625
0008,北京科技大学,16,数学类(数学与应用数学、信息与计算科学、统计学),625
0054,华北电力大学(北京),0C,计算机类(智能)(物联网工程、智能科学与技术、人工智能),625
0054,华北电力大学(北京),0H,水利类(水利水电工程、水文与水资源工程),625
0141,大连理工大学,22,应用化学(理学、张大煜化学基础科学拔尖计划班),625
0141,大连理工大学,40,光电信息科学与工程,625
0141,大连理工大学,53,应用物理学(王大珩物理基础科学拔尖计划班),625
0183,吉林大学,41,经济学类(经济学、财政学、国际经济与贸易、金融学),625
0183,吉林大学,46,思想政治教育,625
0183,吉林大学,75,计算机类(计算机科学与技术、网络空间安全、物联网工程),625
0183,吉林大学,89,临床医学(5+3一体化，儿科学),625
0271,上海外国语大学,A5,会计学,625
0288,南京理工大学,27,计算机类(计算机科学与技术、软件工程、智能科学与技术),625
0422,山东大学,16,材料类(材料科学与工程、材料成型及控制工程),625
0520,中南财经政法大学,0U,计算机类(计算机科学与技术、信息安全、信息管理与信息系统、大数据管理与应用、人工智能),625
0532,湖南大学,37,生物医学工程,625
0532,湖南大学,38,数学类(数学与应用数学、信息与计算科学),625
0611,重庆大学,D3,工科试验班类(生化类)(智能医学工程、生物医学工程、化学、应用化学、药学、生物科学、生物工程、化学工程与工艺、制药工程、材料化学),625
0611,重庆大学,DB,外国语言文学类(英语、德语、日语),625
4596,中国社会科学院大学,10,社会学,625
9422,山东大学威海分校,02,经济学类[金融学(证券、银行方向)、金融学(保险方向)、国际经济与贸易],625
9422,山东大学威海分校,0D,计算机类(软件工程、人工智能),625
9422,山东大学威海分校,0F,数学类(数学与应用数学、信息与计算科学、统计学),625
0033,中国传媒大学,65,计算机科学与技术,624
0054,华北电力大学(北京),0K,数学类(信息与计算科学、数据科学与大数据技术),624
0183,吉林大学,14,西班牙语,624
0200,东北师范大学,B1,心理学(师范类),624
0532,湖南大学,26,城乡规划,624
9213,哈尔滨工业大学(威海),20,经济管理试验班(国际经济与贸易、工商管理、会计学),624
9422,山东大学威海分校,0C,电子信息类(电子科学与技术、通信工程),624
0019,中国农业大学,22,化学类(化学、应用化学),623
0052,中央民族大学,03,法学类[法学、法学(涉外法治)],623
0053,中国政法大学,18,工商管理,623
0053,中国政法大学,19,国际商务,623
0054,华北电力大学(北京),05,能源动力类(氢能)(氢能科学与工程),623
0054,华北电力大学(北京),0L,物理学类(应用物理学),623
0141,大连理工大学,36,车辆工程(英语强化),623
0141,大连理工大学,48,软件工程,623
0145,东北大学,1Q,计算机类(计算机科学与技术、物联网工程),623
0183,吉林大学,54,物理学类(物理学、应用物理学、核物理、光电信息科学与工程),623
0183,吉林大学,9D,人工智能,623
0251,华东理工大学,26,工商管理类[工商管理、市场营销(大数据营销)、人力资源管理、会计学、财务管理],623
0285,苏州大学,1X,计算机科学与技术,623
0294,河海大学,T1,水利类(大禹强化班)(水文与水资源工程、水利水电工程、港口航道与海岸工程、土木工程、土木、水利与海洋工程),623
0532,湖南大学,08,工商管理,623
0532,湖南大学,20,机械类(机械设计制造及其自动化、车辆工程、工业工程),623
0532,湖南大学,24,智能车辆工程,623
0590,深圳大学,41,计算机科学与技术,623
0611,重庆大学,DC,人文科学试验班(博雅类)(汉语言文学、历史学、哲学),623
0008,北京科技大学,10,通信工程,622
0141,大连理工大学,A3,化工与制药类(创新班)(化学工程与工艺、精细化工、制药工程、高分子材料与工程、安全工程),622
0183,吉林大学,9E,经济学(国别与区域经济),622
0226,哈尔滨医科大学,0B,口腔医学,622
0251,华东理工大学,20,电子信息类(自动化、电气工程及其自动化、信息工程),622
0251,华东理工大学,21,计算机类(计算机科学与技术、软件工程),622
0287,南京航空航天大学,0K,信息与计算科学,622
0287,南京航空航天大学,0S,大数据管理与应用,622
0287,南京航空航天大学,1K,航空航天类(飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程),622
0384,厦门大学,M3,会计学(厦门大学马来西亚分校招生专业),622
0532,湖南大学,35,工业设计,622
0574,华南师范大学,77,数学与应用数学(师范),622
0610,四川大学,79,预防医学,622
0611,重庆大学,D9,人文科学试验班(法学新闻类)(法学、新闻学、广播电视学、知识产权),622
0613,西南交通大学,09,电气工程及其自动化,622
0613,西南交通大学,56,计算机科学与技术(中外合作办学),622
0019,中国农业大学,18,机械类(机械设计制造及其自动化、车辆工程、工业设计、机械电子工程),621
0025,首都医科大学,12,中医学,621
0025,首都医科大学,14,药学,621
0033,中国传媒大学,61,物联网工程,621
0054,华北电力大学(北京),03,能源动力类(能动)(能源与动力工程),621
0054,华北电力大学(北京),09,自动化类(自动化)(自动化、机器人工程),621
0062,天津医科大学,2E,基础医学(朱宪彝班),621
0141,大连理工大学,42,机械设计制造及其自动化(日语强化),621
0145,东北大学,1Y,机器人工程,621
0159,中国医科大学,16,口腔医学,621
0183,吉林大学,77,数据科学与大数据技术,621
0287,南京航空航天大学,04,能源与动力工程,621
0287,南京航空航天大学,09,探测制导与控制技术,621
0287,南京航空航天大学,0A,新能源材料与器件,621
0294,河海大学,F1,电气工程及其自动化,621
0422,山东大学,22,土木类(工程力学、土木、水利与海洋工程),621
0445,山东师范大学,P1,数学与应用数学(师范类),621
0532,湖南大学,13,化学类(化学、应用化学),621
0532,湖南大学,21,工程力学(力学实验班),621
0533,中南大学,A6,化工与制药类(化学生物环境类)(应用化学、化学工程与工艺、制药工程、生物工程、生物技术),621
0726,西北政法大学,05,法学(民商法),621
9422,山东大学威海分校,0B,自动化类(自动化、机器人工程),621
0008,北京科技大学,08,自动化类(自动化、人工智能、测控技术与仪器、智能感知工程),620
0025,首都医科大学,16,生物医学工程,620
0026,北京中医药大学,07,中医学(实验班),620
0183,吉林大学,09,新闻传播学类(新闻学、广告学),620
0251,华东理工大学,24,经济学类(经济学、金融学),620
0285,苏州大学,1G,物理学,620
0285,苏州大学,1Y,电子信息类(电子信息工程、电子科学与技术、通信工程),620
0287,南京航空航天大学,0F,交通运输(空中交通管制与签派),620
0288,南京理工大学,22,电子信息类(通信工程、电子信息工程、电子科学与技术、光电信息科学与工程、微电子科学与工程),620
0511,华中师范大学,27,电子信息类(电子信息科学与技术、通信工程),620
0520,中南财经政法大学,0G,新闻传播学类(新闻学、广播电视学、网络与新媒体),620
0533,中南大学,D2,计算机科学与技术(中外合作办学)(中南大学邓迪国际学院),620
0610,四川大学,91,计算机科学与技术(中外合作办学),620
0611,重庆大学,D4,工科试验班(环境类)(环境工程、给排水科学与工程、环境生态工程、环境科学),620
0613,西南交通大学,11,电子信息类(微电子科学与工程、电子科学与技术),620
0613,西南交通大学,25,思想政治教育,620
0613,西南交通大学,49,电子信息科学与技术,620
0651,西南财经大学,H5,金融数学(中外合作办学)(金融服务与量化分析方向),620
0652,西南政法大学,0C,知识产权,620
0652,西南政法大学,0Y,法学(中外合作办学),620
9013,北京邮电大学(宏福校区),02,物联网工程(中外合作办学),620
0005,北京工业大学,07,计算机科学与技术(实验班),619
0005,北京工业大学,15,电子科学与技术(实验班),619
0033,中国传媒大学,56,通信工程,619
0033,中国传媒大学,64,数据科学与大数据技术,619
0033,中国传媒大学,79,行政管理(公共事务与传播治理方向),619
0052,中央民族大学,15,外国语言文学类(英语、翻译),619
0052,中央民族大学,70,经济学类(经济学、财政学、金融学、国际经济与贸易、数字经济),619
0054,华北电力大学(北京),0A,自动化类(测控)(测控技术与仪器),619
0080,河北工业大学,0A,电气工程及其自动化,619
0141,大连理工大学,47,能源与动力工程,619
0141,大连理工大学,96,土木类(智慧基础设施与土木类创新班)(智能建造、土木工程、水利水电工程、港口航道与海岸工程),619
0159,中国医科大学,08,临床医学(5+3一体化，儿科学),619
0183,吉林大学,07,考古学,619
0183,吉林大学,63,车辆工程,619
0200,东北师范大学,C7,物理学类(物理学、电子信息科学与技术、材料物理),619
0251,华东理工大学,22,数学类(数学与应用数学、信息与计算科学),619
0273,上海对外经贸大学,04,金融学,619
0276,华东政法大学,0M,社会学类[社会学、社会学(社会管理)、社会工作],619
0287,南京航空航天大学,0C,飞行器适航技术,619
0613,西南交通大学,10,电子信息工程,619
9013,北京邮电大学(宏福校区),03,电子信息工程(中外合作办学),619
9013,北京邮电大学(宏福校区),04,智能科学与技术(中外合作办学),619
0004,北京交通大学,12,建筑类(建筑与规划)(建筑学、城乡规划),618
0008,北京科技大学,04,工商管理类(工商管理、会计学、国际经济与贸易、金融工程),618
0008,北京科技大学,05,管理科学与工程类(大数据管理与应用、信息管理与信息系统、工程管理),618
0019,中国农业大学,31,农村区域发展,618
0033,中国传媒大学,44,翻译,618
0054,华北电力大学(北京),0G,能源动力类(新能源)(新能源科学与工程、新能源材料与器件),618
0141,大连理工大学,24,生物工程,618
0145,东北大学,1S,人工智能,618
0183,吉林大学,47,会计学,618
0183,吉林大学,74,自动化类(自动化、机器人工程),618
0226,哈尔滨医科大学,03,临床医学(5+3一体化，儿科学硕士),618
0287,南京航空航天大学,06,测控技术与仪器,618
0287,南京航空航天大学,0G,交通运输(民航电子电气工程),618
0287,南京航空航天大学,15,机械工程,618
0288,南京理工大学,29,网络空间安全,618
0294,河海大学,G1,计算机科学与技术,618
0423,中国海洋大学,05,计算机类(计算机科学与技术、智能科学与技术、数据科学与大数据技术、网络空间安全、软件工程、保密技术),618
0533,中南大学,A9,土木类(土木安全类)(土木工程、铁道工程、工程力学、消防工程、工程管理、城市地下空间工程、安全工程),618
0572,广州中医药大学,02,中医学(5+3一体化),618
0610,四川大学,92,电子信息工程(中外合作办学),618
0611,重庆大学,D7,管理科学与工程类(工程管理、工程造价、信息管理与信息系统、房地产开发与管理),618
0631,重庆医科大学,03,临床医学,618
0701,西安电子科技大学,91,少数民族预科班,618
1287,南京审计大学,11,审计学,618
9422,山东大学威海分校,03,工商管理类[会计学、供应链管理、工商管理(创新创业方向)、工商管理(数字营销方向)、工商管理(商务智能方向)、工商管理(旅游与大数据方向)、工商管理(组织与人力资本管理方向)],618
9422,山东大学威海分校,0E,物理学,618
0008,北京科技大学,19,生物技术,617
0019,中国农业大学,06,植物保护,617
0022,北京林业大学,19,风景园林,617
0033,中国传媒大学,37,数字出版,617
0052,中央民族大学,38,计算机类(计算机科学与技术、软件工程、数据科学与大数据技术),617
0052,中央民族大学,72,工商管理类(工商管理、会计学、财务管理、人力资源管理、旅游管理),617
0226,哈尔滨医科大学,04,基础医学(伍连德班),617
0287,南京航空航天大学,0L,应用统计学,617
0287,南京航空航天大学,18,核工程类(核工程与核技术、辐射防护与核安全),617
0287,南京航空航天大学,1S,交通运输(民航机务工程),617
0288,南京理工大学,28,数据科学与大数据技术,617
0343,温州医科大学,AB,眼视光医学,617
0384,厦门大学,M2,金融学(厦门大学马来西亚分校招生专业),617
0532,湖南大学,10,电子商务,617
0613,西南交通大学,17,交通运输类(交通运输、交通工程),617
9422,山东大学威海分校,0A,智能制造工程,617
0019,中国农业大学,09,环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程),616
0019,中国农业大学,21,水利类(农业水利工程、水利水电工程、能源与动力工程、农业建筑环境与能源工程、土木工程),616
0019,中国农业大学,32,地理科学类(地理信息科学、土地资源管理、土地科学与技术),616
0028,首都师范大学,47,英语,616
0054,华北电力大学(北京),06,机械类(机械工程),616
0141,大连理工大学,23,过程装备与控制工程,616
0145,东北大学,1P,自动化类(自动化、电气工程及其自动化、测控技术与仪器、电子科学与技术、工业智能),616
0183,吉林大学,03,应用心理学,616
0183,吉林大学,76,软件工程,616
0285,苏州大学,1Z,电气工程及其自动化,616
0287,南京航空航天大学,03,车辆工程,616
0287,南京航空航天大学,0P,管理科学与工程类(信息管理与信息系统、工业工程),616
0288,南京理工大学,25,自动化类(自动化、轨道交通信号与控制、电气工程及其自动化、智能电网信息工程),616
0532,湖南大学,42,建筑环境与能源应用工程(低碳建筑实验班),616
0533,中南大学,A8,材料类(冶金材料类)(材料科学与工程、粉体材料科学与工程、冶金工程、新能源材料与器件、无机非金属材料工程),616
0533,中南大学,D1,数学与应用数学(中外合作办学)(中南大学邓迪国际学院),616
0559,暨南大学,6F,经济学,616
0590,深圳大学,B6,口腔医学,616
0613,西南交通大学,12,通信工程,616
J020,海军军医大学,02,临床医学(临床医师),616
0008,北京科技大学,06,机械类(机械工程、机器人工程、车辆工程、物流工程、工业设计),615
0052,中央民族大学,29,统计学类(统计学、应用统计学),615
0054,华北电力大学(北京),07,材料类(材料科学与工程),615
0141,大连理工大学,15,工商管理类(经济管理实验班)(大数据管理与应用、金融学、信息管理与信息系统、工商管理、物流管理、国际经济与贸易、知识产权),615
0141,大连理工大学,34,船舶与海洋工程,615
0183,吉林大学,02,社会学类(社会学、社会工作、劳动与社会保障),615
0183,吉林大学,57,化学类(化学、应用化学、材料化学、高分子材料与工程、化学工程与工艺),615
0183,吉林大学,73,通信工程,615
0200,东北师范大学,C9,地理科学类(地理科学、人文地理与城乡规划、地理信息科学),615
0226,哈尔滨医科大学,08,麻醉学,615
0285,苏州大学,27,电气工程与智能控制,615
0319,南京师范大学,15,化学类[化学(师范、非师范)、应用化学],615
0319,南京师范大学,1B,生物科学类[生物科学(师范、国家理科基地班)、生物技术],615
0423,中国海洋大学,00,海洋科学,615
0423,中国海洋大学,03,电子信息类(电子信息工程、电子信息科学与技术、通信工程、微电子科学与工程),615
0532,湖南大学,36,生物技术,615
0533,中南大学,B8,公共卫生与预防医学类(非临床五年制医学类)(预防医学、基础医学、临床药学),615
0559,暨南大学,0E,金融学,615
0590,深圳大学,79,信息与计算科学,615
0613,西南交通大学,13,自动化,615
0730,兰州大学,29,物理学类[物理学(基地班)、物理学、微电子科学与工程],615
J020,海军军医大学,03,麻醉学(临床麻醉医师),615
0004,北京交通大学,14,外国语言文学类(英语、西班牙语、葡萄牙语),614
0019,中国农业大学,11,动物科学,614
0019,中国农业大学,17,农业工程类(农业工程、农业机械化及其自动化、农业智能装备工程),614
0026,北京中医药大学,05,中医学(卓越中医儿科班5+3一体化),614
0052,中央民族大学,33,光电信息科学与工程,614
0062,天津医科大学,2H,眼视光医学,614
0145,东北大学,1T,计算机类(软件工程、信息安全、数字媒体技术),614
0183,吉林大学,59,生物科学类(生物科学、生物技术),614
0183,吉林大学,72,电子信息类(电子信息工程、电子科学与技术、微电子科学与工程、电子信息科学与技术、生物医学工程),614
0183,吉林大学,84,新能源科学与工程,614
0251,华东理工大学,19,机械类(机械智能化实验班)(机械设计制造及其自动化、过程装备与控制工程、智能制造工程),614
0273,上海对外经贸大学,06,经济学(国际投资方向),614
0285,苏州大学,1S,化学类[化学(师范)、化学、应用化学],614
0287,南京航空航天大学,17,材料科学与工程,614
0423,中国海洋大学,12,生物科学类(生态学、生物技术、生物科学),614
0497,武汉理工大学,17,计算机类(计算机科学与技术、软件工程、物联网工程、数据科学与大数据技术、人工智能),614
0532,湖南大学,15,化学工程与工艺,614
0532,湖南大学,43,给排水科学与工程,614
0559,暨南大学,2F,计算机科学与技术,614
0610,四川大学,86,工业工程(中外合作办学),614
0613,西南交通大学,15,人工智能,614
0613,西南交通大学,29,数学与应用数学,614
0613,西南交通大学,31,数据科学与大数据技术,614
0652,西南政法大学,0E,工商管理类(工商管理、市场营销、会计学、审计学、劳动关系、电子商务及法律),614
9013,北京邮电大学(宏福校区),01,电信工程及管理(中外合作办学),614
J020,海军军医大学,04,医学影像学(临床影像医师),614
0008,北京科技大学,12,储能科学与工程,613
0008,北京科技大学,17,应用物理学,613
0026,北京中医药大学,06,中医学,613
0052,中央民族大学,37,电子信息类(电子信息工程、通信工程),613
0054,华北电力大学(北京),0E,经济学类(金融学、经济学),613
0054,华北电力大学(北京),0P,法学类(法学),613
0063,天津中医药大学,12,中医学(5+3一体化),613
0145,东北大学,1R,电子信息类(电子信息工程、通信工程),613
0183,吉林大学,61,机械类(机械工程、工业工程、工程力学、智能制造工程),613
0183,吉林大学,78,仪器类(测控技术与仪器、电气工程及其自动化、智能感知工程),613
0251,华东理工大学,12,化工与制药类(国际卓越工程师班)(化学工程与工艺、高分子材料与工程、环境工程),613
0251,华东理工大学,42,能源与动力工程,613
0255,东华大学,27,经济管理试验班(市场营销、财务管理、会计学、旅游管理、工商管理),613
