inst_coed,inst,major_code,major,min_scroe
3675,北京理工大学珠海学院,16,机械类(机械设计制造及其自动化、机械电子工程、车辆工程),436
3677,西安交通大学城市学院,10,机械设计制造及其自动化,436
3684,珠海科技学院,62,数据科学与大数据技术,436
3763,福建江夏学院,1D,国际经济与贸易,436
3897,天津理工大学中环信息学院,09,电子信息科学与技术,436
3897,天津理工大学中环信息学院,0A,电子信息工程,436
3897,天津理工大学中环信息学院,0B,通信工程,436
3897,天津理工大学中环信息学院,0C,物联网工程,436
3898,北京科技大学天津学院,0F,通信工程,436
3903,成都锦城学院,A5,行政管理,436
3903,成都锦城学院,E4,机械设计制造及其自动化,436
3905,南京工业大学浦江学院,14,机械工程,436
3905,南京工业大学浦江学院,29,工程管理,436
3997,青岛农业大学海都学院,11,园林,436
4002,烟台科技学院,17,物联网工程,436
4087,天津财经大学珠江学院,29,金融科技,436
6202,河北石油职业技术大学,15,建设工程管理,436
6209,兰州石化职业技术大学,0M,汽车工程技术,436
0129,内蒙古农业大学,01,动物科学,435
0136,内蒙古民族大学,JM,物理学(师范类),435
0142,沈阳工业大学,LA,通信工程(中外合作办学),435
0149,沈阳化工大学,C2,能源与动力工程(中外合作办学),435
0158,大连海洋大学,E6,机械设计制造及其自动化(中外合作办学),435
0202,通化师范学院,52,食品科学与工程(中外合作办学),435
0204,吉林工程技术师范学院,X7,机械设计制造及其自动化(中外合作办学),435
0693,西藏农牧学院,1S,应用化学,435
0763,喀什大学,30,环境科学与工程,435
0764,伊犁师范大学,D1,俄语,435
0859,天津天狮学院,05,自动化(义齿智能制造),435
0859,天津天狮学院,08,生物工程,435
0859,天津天狮学院,09,药学,435
0964,吉林外国语大学,20,阿拉伯语,435
0964,吉林外国语大学,40,电子商务,435
1035,沈阳大学,92,工业工程(中外合作办学),435
2362,武汉生物工程学院,02,生物技术,435
2362,武汉生物工程学院,16,计算机科学与技术,435
2362,武汉生物工程学院,29,机械设计制造及其自动化,435
2618,广州软件学院,03,软件工程,435
2649,湖南科技大学潇湘学院,02,机械设计制造及其自动化,435
3115,厦门工学院,06,电气工程及其自动化,435
3212,大连医科大学中山学院,06,医学影像技术,435
3235,武汉城市学院,08,机械设计制造及其自动化,435
3246,长江大学文理学院,11,机械设计制造及其自动化,435
3292,中国计量大学现代科技学院,14,工业设计,435
3298,黑龙江财经学院,10,英语,435
3298,黑龙江财经学院,15,数据科学与大数据技术,435
3298,黑龙江财经学院,19,财务管理,435
3378,青岛城市学院,13,物联网工程,435
3429,南昌大学科学技术学院,08,日语,435
3429,南昌大学科学技术学院,11,工商管理,435
3431,南昌交通学院,18,电气工程及其自动化,435
3433,南昌航空大学科技学院,08,自动化,435
3436,江西农业大学南昌商学院,04,国际经济与贸易,435
3436,江西农业大学南昌商学院,14,物联网工程,435
3438,江西师范大学科学技术学院,2X,电子信息工程,435
3441,江西财经大学现代经济管理学院,0E,物流管理,435
3471,集美大学诚毅学院,0M,物联网工程,435
3558,新疆理工学院,V1,食品卫生与营养学,435
3561,新疆科技学院,0K,电子商务,435
3601,长春工业大学人文信息学院,23,人力资源管理,435
3601,长春工业大学人文信息学院,30,会计学,435
3603,长春财经学院,13,英语,435
3603,长春财经学院,23,会计学,435
3615,合肥城市学院,0M,安全工程,435
3627,重庆移通学院,11,电子信息类(通信工程、人工智能、电信工程及管理、电子信息工程、电子信息科学与技术),435
3627,重庆移通学院,84,软件工程,435
3662,长春人文学院,31,计算机科学与技术,435
3816,四川工业科技学院,01,机械类(机械电子工程、车辆工程),435
3816,四川工业科技学院,09,计算机类(软件工程、数据科学与大数据技术),435
3892,三亚学院,70,旅游管理(智慧旅游大数据),435
3895,燕京理工学院,02,金融学,435
3895,燕京理工学院,10,工程造价,435
3897,天津理工大学中环信息学院,07,机械电子工程,435
3995,青岛工学院,08,电子信息工程,435
3997,青岛农业大学海都学院,15,土木工程,435
4002,烟台科技学院,14,机器人工程,435
4039,四川大学锦江学院,03,国际经济与贸易,435
4087,天津财经大学珠江学院,22,国际商务,435
4202,沧州交通学院,62,车辆工程,435
4225,河北东方学院,16,虚拟现实技术,435
4225,河北东方学院,20,财务管理,435
4262,西南交通大学希望学院,0B,土木工程,435
4625,茅台学院,06,资源循环科学与工程,435
6209,兰州石化职业技术大学,0D,油气储运工程,435
0129,内蒙古农业大学,53,水土保持与荒漠化防治,434
0146,辽宁科技大学,H1,冶金工程(中外合作办学),434
0163,沈阳药科大学,ZU,生物医学工程(中外合作办学),434
0477,信阳师范学院,2K,土木工程(中外合作办学),434
0483,商丘师范学院,45,测绘工程,434
0674,昆明理工大学,Z1,土木工程(中外合作办学),434
0693,西藏农牧学院,1D,环境科学,434
0693,西藏农牧学院,1L,土木工程,434
0693,西藏农牧学院,1M,给排水科学与工程,434
0763,喀什大学,6Q,酒店管理,434
1258,大连大学,ZJ,旅游管理(中外合作办学),434
1437,长春工程学院,72,土木工程(中外合作办学),434
1607,北部湾大学,2Y,电子信息工程(中外合作办学),434
2332,烟台南山学院,14,自动化,434
2332,烟台南山学院,26,信息管理与信息系统,434
2332,烟台南山学院,48,化学工程与工艺,434
2362,武汉生物工程学院,01,生物工程,434
2709,厦门华厦学院,19,审计学,434
2710,闽南理工学院,0E,电气工程及其自动化,434
3198,大连理工大学城市学院,1A,计算机科学与技术,434
3212,大连医科大学中山学院,08,计算机科学与技术,434
3213,锦州医科大学医疗学院,01,临床医学,434
3218,大连财经学院,3B,商务英语,434
3320,青岛黄海学院,09,财务管理,434
3359,烟台理工学院,26,计算机科学与技术,434
3378,青岛城市学院,03,工程造价,434
3378,青岛城市学院,05,机械设计制造及其自动化,434
3378,青岛城市学院,12,网络工程,434
3429,南昌大学科学技术学院,23,制药工程,434
3433,南昌航空大学科技学院,07,测控技术与仪器,434
3433,南昌航空大学科技学院,12,网络空间安全,434
3436,江西农业大学南昌商学院,02,数字经济,434
3436,江西农业大学南昌商学院,12,电子信息工程,434
3436,江西农业大学南昌商学院,18,大数据管理与应用,434
3436,江西农业大学南昌商学院,23,人力资源管理,434
3438,江西师范大学科学技术学院,05,物流管理,434
3471,集美大学诚毅学院,0C,机械工程,434
3471,集美大学诚毅学院,0S,工程管理,434
3514,兰州博文科技学院,13,电气工程及其自动化,434
3561,新疆科技学院,0H,市场营销,434
3561,新疆科技学院,0Q,纺织工程,434
3569,西安交通工程学院,02,机械设计制造及其自动化,434
3588,重庆外语外事学院,10,德语,434
3603,长春财经学院,27,审计学,434
3622,吉林师范大学博达学院,26,软件工程,434
3631,大连东软信息学院,02,网络工程,434
3643,广西中医药大学赛恩斯新医药学院,01,中医学,434
3668,成都理工大学工程技术学院,02,能源与动力工程,434
3668,成都理工大学工程技术学院,14,自动化,434
3677,西安交通大学城市学院,06,经济学类(财政学、金融学),434
3891,保定理工学院,24,小学教育,434
3895,燕京理工学院,06,学前教育,434
3897,天津理工大学中环信息学院,06,机械设计制造及其自动化,434
3903,成都锦城学院,F1,国际经济与贸易,434
3987,扬州大学广陵学院,29,建筑环境与能源应用工程,434
3995,青岛工学院,11,数字媒体技术,434
3995,青岛工学院,20,食品科学与工程,434
3998,齐鲁理工学院,17,计算机科学与技术,434
3999,山东财经大学东方学院,14,数据科学与大数据技术,434
4038,天津仁爱学院,01,英语,434
4038,天津仁爱学院,06,电子信息工程,434
4038,天津仁爱学院,09,物联网工程,434
4202,沧州交通学院,11,工商管理,434
4202,沧州交通学院,32,交通运输,434
4225,河北东方学院,13,软件工程,434
4225,河北东方学院,14,物联网工程,434
0144,沈阳理工大学,41,化学工程与工艺(中外合作办学),433
0144,沈阳理工大学,42,机械设计制造及其自动化(中外合作办学),433
0693,西藏农牧学院,10,农学,433
0868,青岛滨海学院,18,电气工程及其自动化,433
1122,三江学院,1H,国际经济与贸易,433
1122,三江学院,1X,电气工程及其自动化,433
1418,北京城市学院,49,土木工程(智能设计与建造),433
2362,武汉生物工程学院,03,医学检验技术,433
2362,武汉生物工程学院,33,工程造价,433
2560,云南经济管理学院,19,小学教育,433
2618,广州软件学院,07,网络工程,433
2618,广州软件学院,17,物联网工程,433
2650,南华大学船山学院,07,土木工程,433
2713,西安外事学院,15,国际经济与贸易,433
2795,南昌理工学院,10,计算机科学与技术,433
3198,大连理工大学城市学院,6C,网络与新媒体,433
3201,沈阳工学院,X1,学前教育,433
3212,大连医科大学中山学院,03,针灸推拿学,433
3212,大连医科大学中山学院,0A,医学信息工程,433
3213,锦州医科大学医疗学院,0B,医学检验技术,433
3234,湖北大学知行学院,0Q,机器人工程,433
3239,武汉工程大学邮电与信息工程学院,34,土木工程(道路与桥梁工程方向),433
3378,青岛城市学院,14,数据科学与大数据技术,433
3433,南昌航空大学科技学院,03,材料成型及控制工程,433
3433,南昌航空大学科技学院,14,电子商务,433
3433,南昌航空大学科技学院,16,市场营销(数字营销),433
3436,江西农业大学南昌商学院,25,物流管理,433
3441,江西财经大学现代经济管理学院,04,工程审计,433
3441,江西财经大学现代经济管理学院,07,电子商务,433
3441,江西财经大学现代经济管理学院,0A,工程管理,433
3441,江西财经大学现代经济管理学院,0M,信息管理与信息系统,433
3441,江西财经大学现代经济管理学院,0N,大数据管理与应用,433
3561,新疆科技学院,0L,旅游管理,433
3605,长春建筑学院,01,电气工程及其自动化,433
3606,长春科技学院,AA,少数民族预科班,433
3628,新疆政法学院,K4,社区矫正,433
3631,大连东软信息学院,28,机器人工程,433
3643,广西中医药大学赛恩斯新医药学院,09,医学影像技术,433
3668,成都理工大学工程技术学院,01,核工程与核技术,433
3830,广西外国语学院,0U,人力资源管理,433
3891,保定理工学院,03,英语,433
3892,三亚学院,74,风景园林,433
3895,燕京理工学院,16,人力资源管理,433
3905,南京工业大学浦江学院,16,汽车服务工程,433
3987,扬州大学广陵学院,31,土木工程,433
3999,山东财经大学东方学院,09,国际经济与贸易,433
4038,天津仁爱学院,02,机械设计制造及其自动化,433
4038,天津仁爱学院,05,自动化,433
4038,天津仁爱学院,08,电气工程及其自动化,433
4038,天津仁爱学院,14,数据科学与大数据技术,433
4038,天津仁爱学院,17,软件工程(中软国际华为云学院智能技术开发特色班),433
4039,四川大学锦江学院,0M,土木工程,433
4225,河北东方学院,03,国际经济与贸易,433
4225,河北东方学院,12,人工智能,433
4225,河北东方学院,15,数据科学与大数据技术,433
4225,河北东方学院,18,医学影像技术,433
0594,广西科技大学,HM,机械工程(中外合作办学),432
0693,西藏农牧学院,16,动物科学,432
0693,西藏农牧学院,18,生物技术,432
0859,天津天狮学院,04,电子信息类(电子信息工程、通信工程),432
2362,武汉生物工程学院,09,制药工程,432
2710,闽南理工学院,0U,土木工程,432
3115,厦门工学院,17,工程造价,432
3198,大连理工大学城市学院,1B,软件工程,432
3201,沈阳工学院,D4,网络与新媒体,432
3212,大连医科大学中山学院,0B,公共事业管理,432
3218,大连财经学院,5B,汉语言,432
3292,中国计量大学现代科技学院,04,机械电子工程,432
3292,中国计量大学现代科技学院,07,测控技术与仪器,432
3299,哈尔滨石油学院,07,石油工程,432
3299,哈尔滨石油学院,08,油气储运工程,432
3320,青岛黄海学院,27,学前教育(师范类),432
3322,山东现代学院,15,计算机科学与技术,432
3324,山东协和学院,30,财务管理,432
3324,山东协和学院,32,审计学,432
3330,昆明城市学院,1B,计算机科学与技术,432
3378,青岛城市学院,01,土木工程,432
3378,青岛城市学院,04,工程管理,432
3402,河北外国语学院,05,英语,432
3408,华北理工大学轻工学院,0J,电气工程及其自动化,432
3436,江西农业大学南昌商学院,08,日语,432
3436,江西农业大学南昌商学院,26,电子商务,432
3441,江西财经大学现代经济管理学院,06,国际经济与贸易,432
3470,福州大学至诚学院,14,机械设计制造及其自动化,432
3471,集美大学诚毅学院,03,金融工程,432
3497,郑州财经学院,29,车辆工程,432
3514,兰州博文科技学院,07,机械设计制造及其自动化,432
3515,兰州信息科技学院,09,能源与动力工程,432
3538,山西晋中理工学院,0W,电子与计算机工程,432
3579,中国矿业大学徐海学院,0M,土木工程,432
3594,河北地质大学华信学院,06,计算机类(计算机科学与技术、软件工程、物联网工程),432
3603,长春财经学院,17,计算机科学与技术,432
3604,吉林建筑科技学院,14,电气工程及其自动化,432
3662,长春人文学院,22,学前教育(师范类),432
3673,四川外国语大学成都学院,01,商务英语,432
3673,四川外国语大学成都学院,26,跨境电子商务,432
3675,北京理工大学珠海学院,26,食品科学与工程,432
3684,珠海科技学院,41,电子信息科学与技术,432
3897,天津理工大学中环信息学院,0J,工程管理,432
3899,北京中医药大学东方学院,07,中药学,432
3899,北京中医药大学东方学院,22,健康服务与管理,432
3904,北京工业大学耿丹学院,X3,计算机类(计算机科学与技术、物联网工程),432
3991,江苏科技大学苏州理工学院,02,土木工程,432
3998,齐鲁理工学院,18,数据科学与大数据技术,432
4038,天津仁爱学院,07,通信工程,432
4038,天津仁爱学院,16,计算机科学与技术(中软国际华为云学院大数据技术与应用特色班),432
4202,沧州交通学院,51,土木工程,432
4225,河北东方学院,02,经济与金融,432
4333,郑州升达经贸管理学院,15,电子商务类(电子商务、跨境电子商务),432
0693,西藏农牧学院,15,草业科学,431
0859,天津天狮学院,0D,工商管理类(财务管理、国际商务、人力资源管理、审计学、市场营销),431
0964,吉林外国语大学,22,波斯语,431
0964,吉林外国语大学,37,数据科学与大数据技术,431
1430,辽宁科技学院,ZW,机械设计制造及其自动化(中外合作办学),431
1607,北部湾大学,2W,机械工程(中外合作办学),431
1607,北部湾大学,2Z,物联网工程(中外合作办学),431
2310,武昌理工学院,16,土木工程,431
2544,宁夏理工学院,0B,电气工程及其自动化(智能电气),431
2709,厦门华厦学院,18,财务管理,431
3115,厦门工学院,12,通信工程,431
3213,锦州医科大学医疗学院,0C,医学影像技术,431
3292,中国计量大学现代科技学院,02,质量管理工程,431
3391,河北科技学院,0D,计算机科学与技术,431
3391,河北科技学院,0P,学前教育,431
3421,南昌工学院,31,会计学,431
3429,南昌大学科学技术学院,18,车辆工程,431
3429,南昌大学科学技术学院,24,建筑学,431
3433,南昌航空大学科技学院,06,土木工程,431
3436,江西农业大学南昌商学院,16,工程管理,431
3441,江西财经大学现代经济管理学院,0C,市场营销,431
3515,兰州信息科技学院,10,电气工程及其自动化,431
3535,晋中信息学院,29,食品质量与安全,431
3538,山西晋中理工学院,0B,车辆工程,431
3594,河北地质大学华信学院,13,物流管理,431
3600,长春光华学院,27,电气工程及其自动化,431
3600,长春光华学院,33,财务管理,431
3601,长春工业大学人文信息学院,13,软件工程,431
3603,长春财经学院,30,跨境电子商务,431
3607,吉林动画学院,28,数字媒体技术,431
3610,辽宁何氏医学院,05,眼视光医学,431
3626,昆明理工大学津桥学院,01,计算机科学与技术,431
3626,昆明理工大学津桥学院,05,自动化,431
3631,大连东软信息学院,06,财务管理,431
3631,大连东软信息学院,13,电子信息工程,431
3675,北京理工大学珠海学院,29,交通运输,431
3684,珠海科技学院,20,会计学,431
3895,燕京理工学院,0T,土木工程,431
3899,北京中医药大学东方学院,08,中药制药,431
3899,北京中医药大学东方学院,11,医学影像技术,431
3902,广州新华学院,29,计算机科学与技术,431
3995,青岛工学院,01,机械设计制造及其自动化,431
3998,齐鲁理工学院,25,会计学,431
4038,天津仁爱学院,10,物联网工程(科大讯飞智能物联方向),431
4038,天津仁爱学院,18,数据科学与大数据技术(中软国际华为云学院大数据分析应用特色班),431
4262,西南交通大学希望学院,0E,交通运输,431
4262,西南交通大学希望学院,0H,工程管理,431
0121,晋中学院,22,酒店管理,430
0144,沈阳理工大学,43,测控技术与仪器(中外合作办学),430
0154,辽宁工业大学,48,软件工程(中外合作办学),430
0693,西藏农牧学院,1C,生态学,430
0763,喀什大学,1G,广播电视学,430
0859,天津天狮学院,0E,劳动与社会保障,430
0868,青岛滨海学院,14,机械设计制造及其自动化,430
0964,吉林外国语大学,27,波兰语,430
2332,烟台南山学院,03,金属材料工程,430
2332,烟台南山学院,50,过程装备与控制工程,430
2544,宁夏理工学院,0A,电气工程及其自动化,430
2544,宁夏理工学院,0C,电子信息工程(集成电路智能制造),430
2544,宁夏理工学院,0F,机器人工程,430
2618,广州软件学院,10,智能科学与技术,430
2709,厦门华厦学院,01,金融学,430
2710,闽南理工学院,01,机械设计制造及其自动化,430
2843,潍坊科技学院,22,金融工程,430
3198,大连理工大学城市学院,3E,公共事业管理,430
3207,大连科技学院,21,会计学,430
3212,大连医科大学中山学院,0S,中药学,430
3213,锦州医科大学医疗学院,05,护理学,430
3215,辽宁师范大学海华学院,0B,审计学,430
3217,辽宁理工学院,24,汉语言文学,430
3235,武汉城市学院,0J,土木工程,430
3298,黑龙江财经学院,07,国际经济与贸易,430
3299,哈尔滨石油学院,20,信息安全,430
3320,青岛黄海学院,01,机械设计制造及其自动化,430
3322,山东现代学院,17,数据科学与大数据技术,430
3324,山东协和学院,23,学前教育(师范类),430
3324,山东协和学院,33,康复治疗学,430
3324,山东协和学院,36,中药学,430
3359,烟台理工学院,28,软件工程,430
3408,华北理工大学轻工学院,0E,机械电子工程,430
3408,华北理工大学轻工学院,0F,机械设计制造及其自动化,430
3408,华北理工大学轻工学院,0G,工程造价,430
3408,华北理工大学轻工学院,0K,计算机科学与技术,430
3431,南昌交通学院,32,计算机科学与技术,430
3436,江西农业大学南昌商学院,27,旅游管理,430
3470,福州大学至诚学院,12,化学工程与工艺,430
3514,兰州博文科技学院,16,自动化,430
3569,西安交通工程学院,12,交通工程,430
3588,重庆外语外事学院,08,法语,430
3600,长春光华学院,20,英语,430
3601,长春工业大学人文信息学院,07,电气工程及其自动化,430
3603,长春财经学院,10,法学,430
3604,吉林建筑科技学院,21,软件工程,430
3609,辽宁中医药大学杏林学院,02,中西医临床医学,430
3609,辽宁中医药大学杏林学院,0C,口腔医学技术,430
3610,辽宁何氏医学院,03,医学影像学,430
3626,昆明理工大学津桥学院,07,物联网工程,430
3626,昆明理工大学津桥学院,0V,英语,430
3668,成都理工大学工程技术学院,07,土木工程,430
3679,西安建筑科技大学华清学院,13,土木工程,430
3684,珠海科技学院,36,机械设计制造及其自动化,430
3766,泉州信息工程学院,09,软件工程,430
3891,保定理工学院,07,土木工程,430
3892,三亚学院,60,应用心理学,430
3892,三亚学院,81,计算机科学与技术,430
3892,三亚学院,84,智能科学与技术,430
3892,三亚学院,92,工商管理(国际产能合作服务),430
3894,西安明德理工学院,10,计算机科学与技术,430
3995,青岛工学院,04,能源与动力工程,430
4038,天津仁爱学院,15,人工智能,430
4038,天津仁爱学院,29,金融工程,430
0144,沈阳理工大学,44,金属材料工程(中外合作办学),429
0594,广西科技大学,HL,软件工程(中外合作办学),429
0693,西藏农牧学院,1G,林学,429
0859,天津天狮学院,01,金融学类(金融学、保险学),429
0859,天津天狮学院,07,食品科学与工程类(食品科学与工程、食品质量与安全),429
0859,天津天狮学院,0A,医学技术类(康复治疗学、口腔医学技术),429
0868,青岛滨海学院,20,人工智能,429
0868,青岛滨海学院,21,计算机科学与技术,429
2216,安徽新华学院,26,药学,429
2332,烟台南山学院,33,物流管理,429
2544,宁夏理工学院,0G,计算机类(计算机科学与技术、网络工程、数据科学与大数据技术、软件工程),429
2544,宁夏理工学院,0P,能源与动力工程,429
2618,广州软件学院,04,软件工程,429
2709,厦门华厦学院,02,投资学,429
2709,厦门华厦学院,11,数据科学与大数据技术,429
2795,南昌理工学院,46,会计学,429
3198,大连理工大学城市学院,5A,英语,429
3207,大连科技学院,13,计算机科学与技术,429
3212,大连医科大学中山学院,09,数字媒体技术,429
3218,大连财经学院,2C,金融学,429
3320,青岛黄海学院,02,电气工程及其自动化,429
3322,山东现代学院,01,医学检验技术,429
3408,华北理工大学轻工学院,0H,土木工程,429
3408,华北理工大学轻工学院,0N,软件工程,429
3421,南昌工学院,47,小学教育(教师教育),429
3421,南昌工学院,51,汉语言文学(教师教育),429
3515,兰州信息科技学院,15,机器人工程,429
3538,山西晋中理工学院,0X,区块链工程,429
3589,重庆对外经贸学院,10,日语,429
3589,重庆对外经贸学院,32,应用统计学,429
3594,河北地质大学华信学院,01,金融学类(金融学、保险学、互联网金融),429
3594,河北地质大学华信学院,09,护理学,429
3601,长春工业大学人文信息学院,12,数据科学与大数据技术,429
3602,长春电子科技学院,11,电子信息科学与技术,429
3603,长春财经学院,26,人力资源管理,429
3604,吉林建筑科技学院,17,电子信息工程,429
3605,长春建筑学院,02,电子信息工程,429
3605,长春建筑学院,05,自动化,429
3605,长春建筑学院,07,计算机科学与技术,429
3605,长春建筑学院,13,土木工程,429
3606,长春科技学院,22,护理学,429
3622,吉林师范大学博达学院,19,财务管理,429
3623,长春大学旅游学院,3A,英语,429
3626,昆明理工大学津桥学院,03,电气工程及其自动化,429
3631,大连东软信息学院,03,物联网工程,429
3631,大连东软信息学院,16,通信工程,429
3639,柳州工学院,X1,电气工程及其自动化,429
3677,西安交通大学城市学院,13,土木工程,429
3766,泉州信息工程学院,02,通信工程,429
3766,泉州信息工程学院,10,物联网工程,429
3830,广西外国语学院,0K,翻译,429
3891,保定理工学院,06,电气工程及其自动化,429
3892,三亚学院,63,经济与金融,429
3899,北京中医药大学东方学院,16,工商管理,429
3902,广州新华学院,02,法学,429
3904,北京工业大学耿丹学院,W7,工业设计,429
3995,青岛工学院,02,自动化,429
3995,青岛工学院,07,计算机科学与技术,429
4038,天津仁爱学院,03,智能制造工程,429
4039,四川大学锦江学院,09,德语,429
4203,皖江工学院,06,土木工程,429
4203,皖江工学院,17,人工智能,429
0693,西藏农牧学院,1H,园林,428
0964,吉林外国语大学,35,人工智能,428
2303,湖南涉外经济学院,1Z,物联网工程,428
2331,山东女子学院,19,市场营销,428
2544,宁夏理工学院,0E,物联网工程,428
2544,宁夏理工学院,0L,能源化学工程,428
2544,宁夏理工学院,0T,智能制造工程,428
2709,厦门华厦学院,07,机械设计制造及其自动化,428
2709,厦门华厦学院,09,机器人工程,428
2709,厦门华厦学院,12,制药工程,428
2795,南昌理工学院,06,电子信息工程,428
3217,辽宁理工学院,18,会计学,428
3218,大连财经学院,1B,财务管理,428
3298,黑龙江财经学院,02,金融学,428
3298,黑龙江财经学院,06,互联网金融,428
3298,黑龙江财经学院,21,审计学,428
3301,哈尔滨远东理工学院,0G,汉语言文学,428
3322,山东现代学院,03,药学,428
3378,青岛城市学院,07,机器人工程,428
3378,青岛城市学院,09,城乡规划,428
3391,河北科技学院,0M,数据科学与大数据技术,428
3429,南昌大学科学技术学院,25,材料成型及控制工程,428
3435,景德镇艺术职业大学,0P,计算机科学与技术,428
3601,长春工业大学人文信息学院,01,机械工程,428
3603,长春财经学院,12,汉语国际教育,428
3604,吉林建筑科技学院,13,新能源科学与工程,428
3610,辽宁何氏医学院,01,临床医学,428
3631,大连东软信息学院,24,医学影像技术,428
3634,武汉学院,24,财政学类(财政学、税收学),428
3643,广西中医药大学赛恩斯新医药学院,03,护理学,428
3645,南宁理工学院,17,通信工程,428
3691,山西工商学院,28,财务管理（北格校区）,428
3766,泉州信息工程学院,01,电子信息工程,428
3891,保定理工学院,18,工程造价,428
3891,保定理工学院,20,计算机科学与技术,428
3891,保定理工学院,25,审计学,428
3892,三亚学院,80,通信工程,428
3904,北京工业大学耿丹学院,W5,机械设计制造及其自动化(机器人方向),428
3998,齐鲁理工学院,01,电气工程及其自动化,428
4042,西安科技大学高新学院,54,安全工程,428
0693,西藏农牧学院,17,动物医学,427
0859,天津天狮学院,0C,信息管理与信息系统,427
1446,黑龙江东方学院,03,计算机科学与技术,427
2544,宁夏理工学院,0D,自动化,427
2544,宁夏理工学院,0M,机械工程,427
2709,厦门华厦学院,14,食品质量与安全,427
2714,西安翻译学院,19,护理学,427
2799,上海建桥学院,51,工程管理,427
3198,大连理工大学城市学院,1C,网络工程,427
3198,大连理工大学城市学院,3B,大数据管理与应用,427
3201,沈阳工学院,B6,会计学,427
3207,大连科技学院,04,电气工程及其自动化,427
3212,大连医科大学中山学院,04,康复治疗学,427
3212,大连医科大学中山学院,0H,药事管理,427
3213,锦州医科大学医疗学院,06,康复治疗学,427
3215,辽宁师范大学海华学院,07,新闻学,427
3215,辽宁师范大学海华学院,08,广告学,427
3218,大连财经学院,2A,财政学,427
3218,大连财经学院,5C,网络与新媒体,427
3218,大连财经学院,6A,经济统计学,427
3306,哈尔滨广厦学院,02,学前教育(师范类),427
3322,山东现代学院,08,学前教育(师范类),427
3324,山东协和学院,04,工程造价,427
3324,山东协和学院,34,医学影像技术,427
3326,云南大学滇池学院,1S,数据科学与大数据技术,427
3391,河北科技学院,05,土木工程,427
3391,河北科技学院,08,软件工程,427
3408,华北理工大学轻工学院,0C,财务管理,427
3431,南昌交通学院,34,通信工程,427
3470,福州大学至诚学院,08,工程管理,427
3514,兰州博文科技学院,20,土木工程,427
3515,兰州信息科技学院,01,机械设计制造及其自动化,427
3588,重庆外语外事学院,22,阿拉伯语,427
3594,河北地质大学华信学院,10,管理科学与工程类(信息管理与信息系统、工程管理、工程造价),427
3594,河北地质大学华信学院,11,工商管理类(财会方向)(会计学、财务管理),427
3594,河北地质大学华信学院,12,公共管理类(行政管理、劳动与社会保障),427
3600,长春光华学院,40,学前教育,427
3601,长春工业大学人文信息学院,31,财务管理,427
3602,长春电子科技学院,03,电子科学与技术,427
3603,长春财经学院,05,金融学,427
3607,吉林动画学院,27,软件工程,427
3609,辽宁中医药大学杏林学院,09,护理学,427
3615,合肥城市学院,04,汽车服务工程,427
3631,大连东软信息学院,19,日语,427
3631,大连东软信息学院,21,数字媒体技术,427
3634,武汉学院,36,电子商务类(电子商务、物流管理),427
3643,广西中医药大学赛恩斯新医药学院,02,针灸推拿学,427
3662,长春人文学院,35,电气工程及其自动化,427
3682,西安工商学院,01,计算机科学与技术,427
3682,西安工商学院,09,会计学,427
3684,珠海科技学院,35,商务英语,427
3830,广西外国语学院,01,英语,427
3891,保定理工学院,17,物联网工程,427
3894,西安明德理工学院,21,电气工程及其自动化,427
3902,广州新华学院,01,汉语言文学,427
3995,青岛工学院,14,信息安全,427
4038,天津仁爱学院,26,信息管理与信息系统,427
4203,皖江工学院,01,水利水电工程,427
0823,长沙医学院,07,针灸推拿学,426
1607,北部湾大学,2X,机械设计制造及其自动化(中外合作办学),426
2303,湖南涉外经济学院,0Y,计算机科学与技术,426
2617,广州城市理工学院,38,会计学(ACCA审计双语班),426
2709,厦门华厦学院,03,国际经济与贸易,426
2713,西安外事学院,13,电子商务,426
3115,厦门工学院,19,风景园林,426
3198,大连理工大学城市学院,3C,工商管理,426
3198,大连理工大学城市学院,4A,土木工程,426
3215,辽宁师范大学海华学院,01,法学,426
3215,辽宁师范大学海华学院,02,英语,426
3299,哈尔滨石油学院,12,机械类(机械设计制造及其自动化、材料成型及控制工程、机械电子工程、工业设计、过程装备与控制工程),426
3299,哈尔滨石油学院,24,电气工程及其自动化,426
3320,青岛黄海学院,06,船舶与海洋工程,426
3322,山东现代学院,06,护理学,426
3359,烟台理工学院,31,机器人工程,426
3378,青岛城市学院,02,智能建造,426
3402,河北外国语学院,41,金融工程,426
3431,南昌交通学院,33,软件工程,426
3588,重庆外语外事学院,20,朝鲜语,426
3600,长春光华学院,22,机械工程,426
3601,长春工业大学人文信息学院,05,新能源汽车工程,426
3601,长春工业大学人文信息学院,26,工程造价,426
3609,辽宁中医药大学杏林学院,0B,医学影像技术,426
3631,大连东软信息学院,09,电子商务,426
3631,大连东软信息学院,25,智能医学工程,426
3632,上海视觉艺术学院,22,文化产业管理,426
3643,广西中医药大学赛恩斯新医药学院,0C,康复治疗学,426
3662,长春人文学院,12,英语,426
3662,长春人文学院,19,会计学,426
3679,西安建筑科技大学华清学院,22,建筑电气与智能化,426
3766,泉州信息工程学院,11,网络工程,426
3891,保定理工学院,12,会计学,426
3892,三亚学院,85,数据科学与大数据技术,426
3902,广州新华学院,25,数字媒体技术,426
3995,青岛工学院,31,工商管理,426
3998,齐鲁理工学院,27,护理学,426
